,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
30893267,people,people,people,people,people,death,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32511110,patients,patients,patients,patients,outpatient,patient,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29950103,IA,participants,IA,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30322113,oxygen,neurological sequelae,carbon monoxide,oxygen,neurological sequelae,NS,patients,carbon monoxide,poisoning,patients,patients,patients,patients,NS,patients,patients,NS,hypertension,diabetes,chronic obstructive pulmonary disease,hyperlipidemia,malignancy,coronary artery disease,congestive heart failure,liver disease,renal disease,immunodeficiency virus [hiv] infection,alcoholism,drug poisoning,respiratory failure,patients,NS,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32411714,rheumatoid arthritis,rheumatoid arthritis,RA,RA,RA,classification of diseases,outpatient,participants,patients,RA,women,patients,RA,patients,RA,patients,thyroid disease,patients,RA,patients,RA,RA,RA,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28393336,women,breast cancer,patients,breast cancer,depression,anxiety,insomnia,chronic fatigue,patients,patients,breast cancer,patients,cognitive schema,patients,breast cancer,patients,breast cancer,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27480728,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29708775,social cognitive theory,participants,participants,participants,participants,participants,participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30993733,children,children,participants,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30646091,patients,atrial fibrillation,atrial flutter,atrial fibrillation,AF,atrial flutter,ischemic stroke,patients,AF,participants,ischemic stroke,stroke,heart failure,AF,patients,AF,patients,patients,patients,AF,patients,participants,person,ischemic stroke,AF,heart failure,AF,AF,AF,heart failure,ischemic stroke,,AF,ischemic stroke,heart failure,patients,AF,AF,ischemic stroke,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29460102,fracture liaison,fracture liaison,fracture,osteoporosis,fractures,osteoporosis,osteoporotic,patients,patient,fragility fracture,non-vertebral fracture,hip fracture,fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31805500,HER-2,breast cancer,patients,HER-2,breast cancer,patients,pertuzumab plus trastuzumab plus docetaxel,capecitabine,lapatinib,lapatinib,HER-2,HER-2,patients,docetaxel,lapatinib,pertuzumab plus trastuzumab plus docetaxel,capecitabine,lapatinib,docetaxel,lapatinib,capecitabine,docetaxel,lapatinib,HER-2,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27686702,patient,patient,patients,patient,patient,patient,patient,PHR,patient,patient,patient,patient,patient,patient,PHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32106850,people,mental illness,behavioral disorders,people,people,people,mental illness or disabilities,children,people,mental illness,children,men,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29038512,carbon monoxide,people,carbon monoxide,CO,participants,varenicline,people,people,varenicline,carbon monoxide,CO,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27621774,cardiorespiratory fitness,cardiorespiratory fitness,cardiorespiratory fitness,CHIEF,participants,glucose,lipid,uric acid,participants,cardiorespiratory fitness,cardiovascular disease,acute kidney injury,rhabdomyolysis,infectious disease,psychiatric illness,diabetes,CHIEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28931379,tobacco,tobacco,tobacco,tobacco,tobacco,tobacco,tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29555309,fracture,patients,osteoporosis,fractures,patients,osteoporosis,fractures,fracture liaison,osteoporosis,'fractures',patients,osteoporosis,fractures,fractures,osteoporosis,patients,patients,patients,osteoporosis,fractures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31689780,depression,stroke,patients,stroke depression,stroke,stroke,depression,depression,depression,stroke,patients,depressive symptoms,depression short,depression,patients,stroke,stroke,pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24686746,mayo,mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29794401,patients,stroke,patients,stroke,patients,stroke,patients,stroke,bleeding,gastrointestinal (gi) bleeding,patients,patients,patients,stroke,bleeding,stroke,patients,gi bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31037827,patients,patient,patients,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29581617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29912946,coronary heart disease,coronary heart disease,CHD,patients,patients,patients,patient,CHD,CHD,person,patients,CHD,patients,CHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27852299,urological cancer,anxiety disorder,anxiety disorders,cancer,patients,cancer,cancers,patients,patients,patients,urological cancers,cancers,patients,alcohol,tobacco,patients,cancers,urological cancers,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29269340,cancer,cancer,peoples,patients,cancer,people,cancer,peoples,cancer,cancer,do-not,people,cancer,cancer,cancer,peoples,cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501858,patient,patient,patient,patient,patient,patient,participants,patients,patient,skin lesions,patients,patients,women,patient,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32551859,hypertrophy,male infertility,sleep apnea,male infertility,inferior turbinate hypertrophy,male infertility,DNS,infertility,patients,male infertility,patients,patients,infertility,DNS/ITH,DNS/ITH,infertility,DNS,ITH,infertility,DNS/ITH,STP,DNS/,ITH,STP,STP,infertility,DNS/,ITH,STP,infertility,patients,DNS/,ITH,male infertility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28486089,joint inflammation,patients,gout,patients,patients,gout,gout cohort,gout,gout,patients,gout,people,person,gout,gout,gout cohort,patients,gout,patients,gout,patients,gout,uric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30375420,parkinson's disease,neuropathology of parkinson's disease,PD,patients,PD,parkinson's disease,PD,MOPD,patients,MOPD,MOPD,patients,participants,participants,MOPD,patients,MOPD,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30044796,urban burkina faso,outpatient,participants,participants,mds,mds,participants,mds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27257134,non-small cell lung carcinoma,NSCLC,patients,patients,lung cancer,patients,patients,patients,patients,patients,patients,patients,lung cancer,lung cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31496712,macrocytosis,patients,people,heroin,patients,methadone,MMT,patients,patients,heroin,participants,heroin,alcohol,alcohol,people,alcohol,alcohol,methadone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31944912,depression,dementia,illness,depression,participants,participants,participants,depression mood,depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29216223,peripheral arterial occlusive disease,patients,bell's palsy,arterial occlusive disease,patients,bell's palsy,patients,bell's palsy,patients,bell's palsy,bell's palsy,palsy,person,palsy,palsy,men,women,palsy,palsy,steroid,bell's palsy,patients,palsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25634500,ADF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28157698,cancer,dihydroisotanshinone i,prostate cancer,cancer,STAT3,CCL2,salvia miltiorrhiza bunge,prostate cancer,patients,dihydroisotanshinone i,DT,prostate cancer,DT,prostate cancer,prostate cancer,DT,prostate cancer,chemokine (c-c motif) ligand 2,CCL2,prostate cancer,DT,STAT3,STAT3,DT,tumor,rhoa,SNAI1,prostate cancer,patients,DT,prostate cancer,prostate cancer,CCL2,STAT3,prostate cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30869552,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27906989,non-cancer-related deaths,patients,diabetes,diabetes,patients,obesity,cancer,non-cancer death,diabetes,patients,diabetes type,diabetes,diabetes,diabetes,diabetes,insulin,hypertension,glucose,dyslipidemia,patients,diabetes,patients,insulin,cancer,non-cancer death,insulin,cancer death,non-cancer death,diabetes,diabetes,non-cancer death,diabetes,death,non-cancer death,hypertension,dyslipidemia,cancer,non-cancer death,non-cancer death,diabetes,non-cancer death,insulin,cancer,non-cancer death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32509871,alpha-glucosidase,patients,diabetes,diabetes mellitus,DM,tuberculosis,TB,DM,mycobacterium tuberculosis,m.tb,infection,DM,TB,infection,DM,patients,DM,patients,TB,patients,DM,sulfonylureas,biguanides,meglitinides,alpha-glucosidase,thiazolidinediones,tb infection,DM,patients,TB,infection,sulfonylureas,TB,infection,DM,patients,DM,patients,TB,infection,DM,TB,DM,patients,TB,infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32104592,serous chorioretinopathy,patients,patients,central serous chorioretinopathy,CSC,acute visual impairment,CSC,patients,sleep disturbance,psychiatric disorder,sleep disturbance,sleep disturbance,CSC,participants,patients,CSC,sleep disturbance,CSC,steroid,CSC,CSC,patients,CSC,person,men,CSC,women,patients,CSC,CSC,CSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28005275,patients,chronic hepatitis c,chronic hepatitis c (chc) infection,hepatitis c virus (hcv) infection,HCV,patients,HCV,chronic hepatitis c,patients,interferon,IFN,IFN,IFN,patients,IFN,HCV,IFN,HCV,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27645304,clostridium difficile,clostridium difficile,person,outpatient,vancomycin,patients,c. difficile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29228834,autism spectrum disorder,autism spectrum disorder,autism spectrum disorder,autism spectrum disorder,participants,participants,autism spectrum disorder,autism spectrum disorder,anxiety,anxiety,psychiatric disorders,autism spectrum disorder,autism spectrum disorder,autism spectrum disorder,autism spectrum disorder,autism spectrum disorder,autism spectrum disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301458,tuberculosis infection,tuberculosis,tb infection,asia latent tuberculosis,malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27981135,cancer,patients,cancer,cancer,cancer,cancer,cancer,cancer,cancer,cancer,cancer,patients,cancer,patient,cancer,cancers,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31058475,neuropathic hands,diabetic,patients,diabetic,diabetic,patients,diabetic,patients,neuropathic hands,outpatient,patients,diabetic hand neuropathy,participants,diabetes,diabetic,patients,patients,diabetes,neuropathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31766689,mental illness,mental illness,mental illness,mental illness,mental illness,mental illness,mental illness,mental illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32143073,diabetes mellitus,cardiovascular diseases,type 2 diabetes mellitus,cardiovascular diseases,obesity,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28930231,acupuncture to reduce post-stroke depression,stroke depression,PSD,stroke,patients,stroke,PSD,stroke,PSD,people,stroke,patients,patients,depression,depression,patients,stroke,stroke,patients,patients,stroke,patients,stroke,stroke,stroke,depression,stroke,depression,PSD,stroke,depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29700644,patients,muscular dystrophy,muscular dystrophy,muscle weakness diseases,patients,patient,muscular dystrophy,patients,patient,pain,patient,patient,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27148867,patients,stroke,atrial fibrillation,patients,patients,patients,PD,patients,patients,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29903482,parkinson's disease,patients,parkinson's disease,PD,neurodegenerative condition,motor dysfunction,PD,patients,PD,patients,PD,patients,turning back,patients,PD,patients,PD,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31492979,SI,participants,participants,SI,SP,SA,SI,SP,SA,SI,SP,SA,SI,PSS,SI,SP,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27800662,diabetes,hypertension,hypercholesterolemia in malaysia,cardiovascular diseases,diabetes,hypertension,hypercholesterolemia,malaysia non-communicable disease surveillance-1,diabetes awareness,hypertension,obese,hypercholesterolemia,non-obesity,diabetes,hypertension,hypercholesterolemia awareness in malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32646011,osteoporosis,osteoporosis,osteoporosis,osteoporosis,osteoporosis,osteoporosis,fitness status,osteoporosis,osteoporosis,osteoporosis,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27917201,intestinal parasitic infections,children,democratic republic of sao tome,democratic republic of sao tome,children,intestinal parasitic infections,mebendazole,children,children,boys,girls,merthiolate,iodine,formaldehyde,boys,girls,children,children,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32421067,EAS,patients,patients,patients,non-trauma,patients,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473862,alcohol,participants,alcohol,alcohol,depression,alcohol,alcohol,psychiatric,depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31910503,trauma systems,trauma,trauma,trauma,trauma,trauma,trauma,trauma,patients,trauma,trauma,trauma,trauma,patients,injury,trauma,trauma,trauma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884120,people,epilepsy,epilepsy,epilepsy,people,epilepsy,patients,epilepsy,patients,epilepsy,participants,neuropsychological,epilepsy,epilepsy,epilepsy,patients,epilepsy,seizure,people,epilepsy,people,epilepsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29852964,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28674807,mouse,mouse,mouse,SOX-2,oct-3/4,SOX-2,oct-3/4,mouse,mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27154586,malaria,malaria,malaria,malaria,malaria,malaria,malaria,malaria,malaria,malaria,patients,malaria,malaria,malaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30220514,attention-deficit hyperactivity disorder,attention deficit hyperactivity disorder,ADHD,ADHD,ADHD,children,ADHD,ADHD,ADHD,children,ADHD,children,ADHD,ADHD,methylphenidate,ADHD,ADHD,ADHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31764535,patient,outpatient,patient,patients,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31817684,venous thromboembolic events,patients,osteonecrosis of the femoral head undergoing primary hip arthroplasty,patients,osteonecrosis of the femoral,venous thromboembolic,endothelial dysfunction,patients,patients,deep venous thrombosis,DVT,pulmonary embolism,PE,patients,DVT,PE,patients,DVT,PE,pain-killer,steroid,hip arthroplasty,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31405584,patient,outpatient,patient,patient,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30573993,stroke epilepsy,epilepsy,stroke,patients,stroke,patients,stroke,patients,epilepsy,stroke epilepsy,stroke,patients,epilepsy,reduced post-stroke epilepsy,stroke,patients,epilepsy,stroke,patients,epilepsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27067864,people,people,people,people,slovenia,social-democratic,women,people,insufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31835825,depressive symptoms,depressive symptoms,depressive symptoms,person,person,depressive symptoms,depression,depressive symptoms,depressive symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27332333,TIGER,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29389864,tobacco,tobacco,tobacco,tobacco,tobacco,tobacco,tobacco,tobacco,tobacco,tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30143270,bacillus calmette-guerin,tuberculosis,bacillus calmette-guerin,BCG,tuberculosis,BCG,BCG,osteomyelitis/osteitis,BCG,infection,BCG,BCG,BCG,BCG,BCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32639047,psoriasis,psoriasis,patients,psoriasis,tumor necrosis factor,adalimumab,certolizumab,pegol,infliximab,ustekinumab,IL-23,IL-17,brodalumab,ixekizumab,secukinumab,adalimumab,infliximab,ixekizumab,ustekinumab,certolizumab,pegol,guselkumab,brodalumab,secukinumab,patients,infliximab,psoriasis,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31334604,patients,ankylosing spondylitis,autoimmune diseases,ankylosing spondylitis,patients,patients,participants,outpatient,chronic urticaria,inflammatory bowel disease,thyroid disorders,hypertension,diabetes mellitus,hyperlipidemia,coronary artery disease,cerebrovascular accident,patients,patients,thyroid disorders,cancer,patient,patients,patients,cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32615492,LCD,LCD,lcd visual,LCD,LCD,humans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949063,ths,muscle damage,testosterone,cortisol,lactate,STC,cortisol,testosterone,muscle damage,muscle damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30944000,obesity,obese,women,obesity,obesity,obese,women,obesity,women,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27334947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31471175,children,children,children,participants,children,PBC,PBC,club participation,children,children,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31714442,chronic hepatitis c,patients,fibrosis,chronic hepatitis c,CHC,patients,patients,interferon,IFN,IFN,patient,CHC,patients,patients,CHC,DAA,paritaprevir,ritonavir,ombitasvir,dasabuvir,daclatasvir,asunaprevir,sofosbuvir,patient,patient,cirrhosis,patients,IFN,patients,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32228568,coronary artery disease,patients,rheumatoid arthritis,coronary artery disease,CAD,patients,rheumatoid arthritis,RA,CAD,patients,RA,patients,RA,patients,RA,CAD,patients,CAD,CHP,CAD,tang-kuei,hsieh-tang,CAD,CAD,patients,RA,CAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30876731,marijuana,marijuana,marijuana,marijuana,marijuana,marijuana,marijuana,marijuana,marijuana,marijuana,marijuana,marijuana,marijuana,marijuana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31847476,autism spectrum disorder,autism spectrum disorder,ASD,neurodevelopmental disorder,ASD,ASD,ASD,depression,anxiety,hyperactivity/impulsivity,deficits of facial emotion,ASD,bully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27164258,pseudorabies virus,pseudorabies virus,PRV,pseudorabies,pigs,PRV,PRV,mice,PRV,pigs,intranasal challenge infection,PRV,PRV,pigs,PRV,PRV,PRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30241534,camp,camp,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27282232,hypertensive,patients,patients,hypertensive disease,patients,hypertension,hypertension,patients,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30712598,sepsis,patients,sepsis,sepsis,sepsis,1-Mar,sepsis,learning algorithms,sepsis,SIRS,SIRS,sepsis,sepsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31960100,magnesium oxide,hip fracture,magnesium oxide,mgo,hip fracture,mgo,hip fracture,mgo,hip fracture,mgo,hip fracture,hip fracture,mgo,mgo,hip fracture,mgo,hip fracture,hip fracture,mgo,mgo,person,person,mgo,hip fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31551753,participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31635253,peptic ulcer disease,patients,ulcers,helicobacter pylori,h. pylori,ulcer disease,patients,patients,patients,patients,h. pylori,h. pylori,h. pylori,h. pylori,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32153923,PHN,PHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28284678,child,children,child,bacillus calmette-guerin,BCG,diphtheria-tetanus-pertussis,BCG,children,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29477428,patients,person,patients,patients,patient,participants,patient,patient,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29186016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28054833,patients,neck pain,pain,neck pain,abnormal illness behaviors,patients,neck pain,patients,neck pain,patients,patients,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31192548,persons,malnutrition,persons,persons,persons,persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31753577,dog,dog,dog,dog,participants,dog,dog,dog,dog,dog,dog,dog,dog,dog,dog,dog,dog,dogs,dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
