PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31688303","Low dose of propranolol treatment is associated with better survival in cirrhotic patients with hepatic encephalopathy","Lee PC, Chen YJ, Chou YC, Lee KC, Chen PH, Kao WY, Huang YH, Huo TI, Lin HC, Hou MC, Lee FY, Wu JC, Su CW.","Eur J Gastroenterol Hepatol. 2020 Mar;32(3):365-372. doi: 10.1097/MEG.0000000000001511.","Lee PC","Eur J Gastroenterol Hepatol","2020","2019/11/06","","","10.1097/MEG.0000000000001511"
"32044620","Evaluation of machine learning methods to stroke outcome prediction using a nationwide disease registry","Lin CH, Hsu KC, Johnson KR, Fann YC, Tsai CH, Sun Y, Lien LM, Chang WL, Chen PL, Lin CL, Hsu CY; Taiwan Stroke Registry Investigators.","Comput Methods Programs Biomed. 2020 Jul;190:105381. doi: 10.1016/j.cmpb.2020.105381. Epub 2020 Feb 1.","Lin CH","Comput Methods Programs Biomed","2020","2020/02/12","PMC7245557","NIHMS1561645","10.1016/j.cmpb.2020.105381"
"32287075","Nationwide Analysis of Changes in Medical Utilization Before and After a New Panic Disorder Diagnosis","Chang HM, Pan CH, Chen PH, Chen YL, Su SS, Tsai SY, Chen CC, Kuo CJ.","Psychosom Med. 2020 Jun;82(5):517-526. doi: 10.1097/PSY.0000000000000810.","Chang HM","Psychosom Med","2020","2020/04/15","","","10.1097/PSY.0000000000000810"
"28762230","[The Application of Mindfulness in Promoting Happiness and Mental Health]","Lin WH, Chen CH, Shu BC.","Hu Li Za Zhi. 2017 Aug;64(4):97-103. doi: 10.6224/JN.000059.","Lin WH","Hu Li Za Zhi","2017","2017/08/02","","","10.6224/JN.000059"
"27537578","Association between depressive disorders and risk of breast cancer recurrence after curative surgery","Chen SJ, Chang CH, Chen KC, Liu CY.","Medicine (Baltimore). 2016 Aug;95(33):e4547. doi: 10.1097/MD.0000000000004547.","Chen SJ","Medicine (Baltimore)","2016","2016/08/19","PMC5370804","","10.1097/MD.0000000000004547"
"28158206","Statin improves survival in patients with EGFR-TKI lung cancer: A nationwide population-based study","Hung MS, Chen IC, Lee CP, Huang RJ, Chen PC, Tsai YH, Yang YH.","PLoS One. 2017 Feb 3;12(2):e0171137. doi: 10.1371/journal.pone.0171137. eCollection 2017.","Hung MS","PLoS One","2017","2017/02/04","PMC5291515","","10.1371/journal.pone.0171137"
"25888432","Factors influencing physicians' knowledge sharing on web medical forums","Lin TC, Lai MC, Yang SW.","Health Informatics J. 2016 Sep;22(3):594-607. doi: 10.1177/1460458215576229. Epub 2015 Apr 16.","Lin TC","Health Informatics J","2016","2015/04/19","","","10.1177/1460458215576229"
"28601236","Role of cyclooxygenase-2 inhibitors in the survival outcome of colorectal cancer patients: A population-based cohort study","Huang WW, Hsieh KP, Huang RY, Yang YH.","Kaohsiung J Med Sci. 2017 Jun;33(6):308-314. doi: 10.1016/j.kjms.2017.03.004. Epub 2017 Apr 2.","Huang WW","Kaohsiung J Med Sci","2017","2017/06/12","","","10.1016/j.kjms.2017.03.004"
"31507640","Shared prenatal impacts among childhood asthma, allergic rhinitis and atopic dermatitis: a population-based study","Lin CH, Wang JL, Chen HH, Hsu JY, Chao WC.","Allergy Asthma Clin Immunol. 2019 Sep 3;15:52. doi: 10.1186/s13223-019-0365-y. eCollection 2019.","Lin CH","Allergy Asthma Clin Immunol","2019","2019/09/12","PMC6724237","","10.1186/s13223-019-0365-y"
"29019887","Factors predicting a home death among home palliative care recipients","Ko MC, Huang SJ, Chen CC, Chang YP, Lien HY, Lin JY, Woung LC, Chan SY.","Medicine (Baltimore). 2017 Oct;96(41):e8210. doi: 10.1097/MD.0000000000008210.","Ko MC","Medicine (Baltimore)","2017","2017/10/12","PMC5662310","","10.1097/MD.0000000000008210"
"31787488","Common mental disorders in Taiwanese consumers of commercial low-dose computed tomography lung cancer screening: Comparison with a nationally representative sample","Chen CC, Wu WC, Chang SS, Chang CB, Yang CJ, Su HK, Chan DD.","J Formos Med Assoc. 2019 Nov 29:S0929-6646(19)30541-8. doi: 10.1016/j.jfma.2019.11.006. Online ahead of print.","Chen CC","J Formos Med Assoc","2019","2019/12/03","","","10.1016/j.jfma.2019.11.006"
"32217924","Comparison of Patient Safety Incident Reporting Systems in Taiwan, Malaysia, and Indonesia","Dhamanti I, Leggat S, Barraclough S, Liao HH, Abu Bakar N.","J Patient Saf. 2020 Mar 25. doi: 10.1097/PTS.0000000000000622. Online ahead of print.","Dhamanti I","J Patient Saf","2020","2020/03/29","","","10.1097/PTS.0000000000000622"
"32563245","Choosing and Doing wisely: triage level I resuscitation a possible new field for starting palliative care and avoiding low-value care - a nationwide matched-pair retrospective cohort study in Taiwan","Lin CY, Lee YC.","BMC Palliat Care. 2020 Jun 20;19(1):87. doi: 10.1186/s12904-020-00590-5.","Lin CY","BMC Palliat Care","2020","2020/06/22","PMC7305586","","10.1186/s12904-020-00590-5"
"27581252","Comparing the effect of self-instruction with that of traditional instruction in basic life support courses-A systematic review","Hsieh MJ, Bhanji F, Chiang WC, Yang CW, Chien KL, Ma MH.","Resuscitation. 2016 Nov;108:8-19. doi: 10.1016/j.resuscitation.2016.08.021. Epub 2016 Aug 28.","Hsieh MJ","Resuscitation","2016","2016/09/02","","","10.1016/j.resuscitation.2016.08.021"
"27030951","Population-Based Breast Cancer Screening With Risk-Based and Universal Mammography Screening Compared With Clinical Breast Examination: A Propensity Score Analysis of 1 429 890 Taiwanese Women","Yen AM, Tsau HS, Fann JC, Chen SL, Chiu SY, Lee YC, Pan SL, Chiu HM, Kuo WH, Chang KJ, Wu YY, Chuang SL, Hsu CY, Chang DC, Koong SL, Wu CY, Chia SL, Chen MJ, Chen HH, Chiou ST.","JAMA Oncol. 2016 Jul 1;2(7):915-21. doi: 10.1001/jamaoncol.2016.0447.","Yen AM","JAMA Oncol","2016","2016/04/01","","","10.1001/jamaoncol.2016.0447"
"32221146","Energy Balance-Related Behaviors and Body Mass Index in Asian School-Aged Children With Congenital Heart Disease","Yang FL, Gau BS, Yang HL, Lin MT, Moons P.","J Cardiovasc Nurs. 2020 May/Jun;35(3):291-299. doi: 10.1097/JCN.0000000000000666.","Yang FL","J Cardiovasc Nurs","2020","2020/03/30","","","10.1097/JCN.0000000000000666"
"26986137","Chinese Herbal Products for Female Infertility in Taiwan: A Population-Based Cohort Study","Hung YC, Kao CW, Lin CC, Liao YN, Wu BY, Hung IL, Hu WL.","Medicine (Baltimore). 2016 Mar;95(11):e3075. doi: 10.1097/MD.0000000000003075.","Hung YC","Medicine (Baltimore)","2016","2016/03/18","PMC4839918","","10.1097/MD.0000000000003075"
"28932290","Moderate- to high-intensity statins for secondary prevention in patients with type 2 diabetes mellitus on dialysis after acute myocardial infarction","Li YR, Tsai SS, Lin YS, Chung CM, Chen ST, Sun JH, Liou MJ, Chen TH.","Diabetol Metab Syndr. 2017 Sep 19;9:71. doi: 10.1186/s13098-017-0272-7. eCollection 2017.","Li YR","Diabetol Metab Syndr","2017","2017/09/22","PMC5605978","","10.1186/s13098-017-0272-7"
"32355281","Risk of Corneal Ulcer in Patients with Diabetes Mellitus: A Retrospective Large-Scale Cohort Study","Chang YS, Tai MC, Ho CH, Chu CC, Wang JJ, Tseng SH, Jan RL.","Sci Rep. 2020 Apr 30;10(1):7388. doi: 10.1038/s41598-020-64489-0.","Chang YS","Sci Rep","2020","2020/05/02","PMC7193550","","10.1038/s41598-020-64489-0"
"30934740","Temporal Trends of Severe Hypoglycemia and Subsequent Mortality in Patients with Advanced Diabetic Kidney Diseases Transitioning to Dialysis","Hsiao CC, Tu HT, Lin CH, Chen KH, Yeh YH, See LC.","J Clin Med. 2019 Mar 27;8(4):420. doi: 10.3390/jcm8040420.","Hsiao CC","J Clin Med","2019","2019/04/03","PMC6518047","","10.3390/jcm8040420"
"30558239","Effect of New-Onset Diabetes Mellitus on Renal Outcomes and Mortality in Patients with Chronic Kidney Disease","Hsu PK, Kor CT, Hsieh YP.","J Clin Med. 2018 Dec 14;7(12):550. doi: 10.3390/jcm7120550.","Hsu PK","J Clin Med","2018","2018/12/19","PMC6306867","","10.3390/jcm7120550"
"27225866","Chronic Prostatitis/Chronic Pelvic Pain Syndrome is associated with Irritable Bowel Syndrome: A Population-based Study","Liao CH, Lin HC, Huang CY.","Sci Rep. 2016 May 26;6:26939. doi: 10.1038/srep26939.","Liao CH","Sci Rep","2016","2016/05/27","PMC4880941","","10.1038/srep26939"
"30412111","Vitamin D and bisphosphonates therapies for osteoporosis are associated with different risks of atrial fibrillation in women: A nationwide population-based analysis","Yang HY, Huang JH, Chiu HW, Lin YK, Hsu CY, Chen YJ.","Medicine (Baltimore). 2018 Oct;97(43):e12947. doi: 10.1097/MD.0000000000012947.","Yang HY","Medicine (Baltimore)","2018","2018/11/10","PMC6221698","","10.1097/MD.0000000000012947"
"31581275","Dual antiplatelet therapy in patients with cirrhosis and acute myocardial infarction - A 13-year nationwide cohort study","Wu VC, Chen SW, Chou AH, Ting PC, Chang CH, Wu M, Hsieh MJ, Wang CY, Chang SH, Lin MS, Hung KC, Hsieh IC, Chu PH, Wu CS, Lin YS.","PLoS One. 2019 Oct 3;14(10):e0223380. doi: 10.1371/journal.pone.0223380. eCollection 2019.","Wu VC","PLoS One","2019","2019/10/04","PMC6776333","","10.1371/journal.pone.0223380"
"32557008","Risk of mental illness after the diagnosis of occupational injury or disease: a retrospective cohort study","Lin MH, Yang YL, Sung FC, Liu CS, Lung CH, Wang JY.","Int Arch Occup Environ Health. 2020 Jun 18. doi: 10.1007/s00420-020-01558-x. Online ahead of print.","Lin MH","Int Arch Occup Environ Health","2020","2020/06/20","","","10.1007/s00420-020-01558-x"
"32389387","Development of a battery of phase-adaptive health literacy tests for stroke survivors","Huang YJ, Chen CT, Sørensen K, Hsieh CL, Hou WH.","Patient Educ Couns. 2020 Apr 27:S0738-3991(20)30231-7. doi: 10.1016/j.pec.2020.04.023. Online ahead of print.","Huang YJ","Patient Educ Couns","2020","2020/05/12","","","10.1016/j.pec.2020.04.023"
"31578427","Associations between Peripheral Thromboembolic Vascular Disease and Androgen Deprivation Therapy in Asian Prostate Cancer Patients","Lu YC, Huang CY, Yeh HM, Hong JH, Chang CH, Muo CH, Chung SD, Yang TK, Jaw FS, Chung CJ.","Sci Rep. 2019 Oct 2;9(1):14231. doi: 10.1038/s41598-019-50522-4.","Lu YC","Sci Rep","2019","2019/10/04","PMC6775151","","10.1038/s41598-019-50522-4"
"28376976","Environmental Tobacco Smoke: Relationship to Early Pregnancy Discomforts","Hung HJ, Chen CY, Wang SL, Wu TN, Lee CH, Cheng SY.","Am J Health Behav. 2017 May 1;41(3):320-328. doi: 10.5993/AJHB.41.3.11.","Hung HJ","Am J Health Behav","2017","2017/04/06","","","10.5993/AJHB.41.3.11"
"30964561","Inverse Association of Fibrates and Liver Cancer: A Population-Based Case-Control Study in Taiwan","Li IH, Shih JH, Tsai CS, Chien WC, Kao HH, Pan KT, Cheng YD, Kao LT.","J Clin Pharmacol. 2019 Sep;59(9):1170-1176. doi: 10.1002/jcph.1419. Epub 2019 Apr 9.","Li IH","J Clin Pharmacol","2019","2019/04/10","","","10.1002/jcph.1419"
"26696028","Mass Eradication of Helicobacter pylorito Prevent Gastric Cancer: Theoretical and Practical Considerations","Lee YC, Chiang TH, Liou JM, Chen HH, Wu MS, Graham DY.","Gut Liver. 2016 Jan;10(1):12-26. doi: 10.5009/gnl15091.","Lee YC","Gut Liver","2016","2015/12/24","PMC4694730","","10.5009/gnl15091"
"32664018","Treatment-Resistant depression enhances risks of dementia and alzheimer's disease: A nationwide longitudinal study","Chan YE, Chen MH, Tsai SJ, Bai YM, Tsai CF, Cheng CM, Su TP, Chang WH, Chen TJ, Li CT.","J Affect Disord. 2020 Sep 1;274:806-812. doi: 10.1016/j.jad.2020.05.150. Epub 2020 Jun 2.","Chan YE","J Affect Disord","2020","2020/07/16","","","10.1016/j.jad.2020.05.150"
"30405395","Corroboration of a Major Role for Herpes Simplex Virus Type 1 in Alzheimer's Disease","Itzhaki RF.","Front Aging Neurosci. 2018 Oct 19;10:324. doi: 10.3389/fnagi.2018.00324. eCollection 2018.","Itzhaki RF","Front Aging Neurosci","2018","2018/11/09","PMC6202583","","10.3389/fnagi.2018.00324"
"29643711","Dental utilization and expenditures by children and adolescents with autism spectrum disorders: A population-based cohort study","Chang KC, Wang LY, Wang JH, Shaw CK, Hwang MJ, Wu CH, Huang HK.","Ci Ji Yi Xue Za Zhi. 2018 Jan-Mar;30(1):15-19. doi: 10.4103/tcmj.tcmj_185_17.","Chang KC","Ci Ji Yi Xue Za Zhi","2018","2018/04/13","PMC5883831","","10.4103/tcmj.tcmj_185_17"
"29892199","Patterns of emergent resistance-associated mutations after initiation of non-nucleoside reverse-transcriptase inhibitor-containing antiretroviral regimens in Taiwan: a multicenter cohort study","Cheng CY, Tsai MS, Yang CJ, Cheng SH, Sun HY, Chang SF, Su LH, Su YC, Hung CC, Chang SY.","Infect Drug Resist. 2018 Jun 5;11:849-859. doi: 10.2147/IDR.S158341. eCollection 2018.","Cheng CY","Infect Drug Resist","2018","2018/06/13","PMC5993039","","10.2147/IDR.S158341"
"31688926","Low socio-economic status associated with increased risk of dengue haemorrhagic fever in Taiwanese patients with dengue fever: a population-based cohort study","Lai YJ, Lai HH, Chen YY, Ko MC, Chen CC, Chuang PH, Yen YF, Morisky DE.","Trans R Soc Trop Med Hyg. 2020 Feb 7;114(2):115-120. doi: 10.1093/trstmh/trz103.","Lai YJ","Trans R Soc Trop Med Hyg","2020","2019/11/06","","","10.1093/trstmh/trz103"
"31494367","Impact of parent-child relationship and sex on trajectories of children internalizing symptoms","Wu CY, Lee TS.","J Affect Disord. 2020 Jan 1;260:167-173. doi: 10.1016/j.jad.2019.09.016. Epub 2019 Sep 3.","Wu CY","J Affect Disord","2020","2019/09/09","","","10.1016/j.jad.2019.09.016"
"27171410","Outreach and Inreach Organized Service Screening Programs for Colorectal Cancer","Chou CK, Chen SL, Yen AM, Chiu SY, Fann JC, Chiu HM, Chuang SL, Chiang TH, Wu MS, Wu CY, Chia SL, Lee YC, Chiou ST, Chen HH.","PLoS One. 2016 May 12;11(5):e0155276. doi: 10.1371/journal.pone.0155276. eCollection 2016.","Chou CK","PLoS One","2016","2016/05/13","PMC4865222","","10.1371/journal.pone.0155276"
"29593012","Demand for Colonoscopy in Colorectal Cancer Screening Using a Quantitative Fecal Immunochemical Test and Age/Sex-Specific Thresholds for Test Positivity","Chen SL, Hsu CY, Yen AM, Young GP, Chiu SY, Fann JC, Lee YC, Chiu HM, Chiou ST, Chen HH.","Cancer Epidemiol Biomarkers Prev. 2018 Jun;27(6):704-709. doi: 10.1158/1055-9965.EPI-17-0387. Epub 2018 Mar 28.","Chen SL","Cancer Epidemiol Biomarkers Prev","2018","2018/03/30","","","10.1158/1055-9965.EPI-17-0387"
"32408854","Effect of carvedilol on arteriovenous graft primary patency","Tseng YH, Liu CY, Lee CP, Lin MH, Yang YH.","Vascular. 2020 May 14:1708538120923886. doi: 10.1177/1708538120923886. Online ahead of print.","Tseng YH","Vascular","2020","2020/05/16","","","10.1177/1708538120923886"
"28081970","Influenza in the Asia-Pacific region: Findings and recommendations from the Global Influenza Initiative","Cowling BJ, Caini S, Chotpitayasunondh T, Djauzi S, Gatchalian SR, Huang QS, Koul PA, Lee PI, Muttalif AR, Plotkin S; Global Influenza Initiative.","Vaccine. 2017 Feb 7;35(6):856-864. doi: 10.1016/j.vaccine.2016.12.064. Epub 2017 Jan 9.","Cowling BJ","Vaccine","2017","2017/01/14","","","10.1016/j.vaccine.2016.12.064"
"29484137","Alzheimer's disease is associated with prostate cancer: a population-based study","Lin HC, Kao LT, Chung SD, Huang CC, Shia BC, Huang CY.","Oncotarget. 2018 Jan 10;9(7):7616-7622. doi: 10.18632/oncotarget.24139. eCollection 2018 Jan 26.","Lin HC","Oncotarget","2018","2018/02/28","PMC5800929","","10.18632/oncotarget.24139"
"29405026","[Care Plan for Resuming the Physical Activity of Patients With Pancreatic Cancer and Diabetes After Surgery]","Yang HT, Wu MC, Shun SC.","Hu Li Za Zhi. 2018 Feb;65(1):104-111. doi: 10.6224/JN.201802_65(1).14.","Yang HT","Hu Li Za Zhi","2018","2018/02/07","","","10.6224/JN.201802_65(1).14"
"31592348","Incidence and risk of dialysis therapy within 30 days after contrast enhanced computed tomography in patients coded with chronic kidney disease: a nation-wide, population-based study","Shih YJ, Kuo YT, Ho CH, Wu CC, Ko CC.","PeerJ. 2019 Sep 30;7:e7757. doi: 10.7717/peerj.7757. eCollection 2019.","Shih YJ","PeerJ","2019","2019/10/09","PMC6776070","","10.7717/peerj.7757"
"31516056","Professionalism dilemmas experienced by health professions students: a cross-sectional study","Wang X, Ho MJ.","J Interprof Care. 2020 May-Jun;34(3):259-268. doi: 10.1080/13561820.2019.1649645. Epub 2019 Sep 13.","Wang X","J Interprof Care","2020","2019/09/14","","","10.1080/13561820.2019.1649645"
"32162565","Deep learning approaches for sleep disorder prediction in an asthma cohort","Phan DV, Yang NP, Kuo CY, Chan CL.","J Asthma. 2020 Mar 18:1-9. doi: 10.1080/02770903.2020.1742352. Online ahead of print.","Phan DV","J Asthma","2020","2020/03/13","","","10.1080/02770903.2020.1742352"
"32096480","Clinical burden of autosomal dominant polycystic kidney disease","Hung PH, Lin CH, Hung KY, Muo CH, Chung MC, Chang CH, Chung CJ.","Aging (Albany NY). 2020 Feb 24;12(4):3899-3910. doi: 10.18632/aging.102858. Epub 2020 Feb 24.","Hung PH","Aging (Albany NY)","2020","2020/02/26","PMC7066921","","10.18632/aging.102858"
"31001740","The Health Promoting Mindfulness or Qigong Educational Programs for Beneficial Lifestyle Changes of Cancer Survivors","Cheng TC, Lee YH, Mar CL, Huang WT, Chang YP.","J Cancer Educ. 2020 Aug;35(4):743-750. doi: 10.1007/s13187-019-01522-5.","Cheng TC","J Cancer Educ","2020","2019/04/20","","","10.1007/s13187-019-01522-5"
"28502099","International trends in clozapine use: a study in 17 countries","Bachmann CJ, Aagaard L, Bernardo M, Brandt L, Cartabia M, Clavenna A, Coma Fusté A, Furu K, Garuoliené K, Hoffmann F, Hollingworth S, Huybrechts KF, Kalverdijk LJ, Kawakami K, Kieler H, Kinoshita T, López SC, Machado-Alba JE, Machado-Duque ME, Mahesri M, Nishtala PS, Piovani D, Reutfors J, Saastamoinen LK, Sato I, Schuiling-Veninga CCM, Shyu YC, Siskind D, Skurtveit S, Verdoux H, Wang LJ, Zara Yahni C, Zoëga H, Taylor D.","Acta Psychiatr Scand. 2017 Jul;136(1):37-51. doi: 10.1111/acps.12742. Epub 2017 May 14.","Bachmann CJ","Acta Psychiatr Scand","2017","2017/05/15","","","10.1111/acps.12742"
"32389822","Outcome and Cost Analysis of Primary Total Knee Arthroplasty in End-stage Renal Disease Patients: A Nationwide Population-based Study","Lee SH, Lin YC, Chang CJ, Fan Chiang CY, Chen SY, Chang YH, Hsieh PH, Chang CH.","Biomed J. 2020 May 7:S2319-4170(20)30047-0. doi: 10.1016/j.bj.2020.04.010. Online ahead of print.","Lee SH","Biomed J","2020","2020/05/12","","","10.1016/j.bj.2020.04.010"
"32569535","Determining High Prevalence of Betel-Quid Chewing and Cigarette Smoking by Occupation Using the Taiwan National Health Interview Survey","Huang YT, Ho PS, Jou YY, Wu CY, Wang YW, Yang YH.","Subst Use Misuse. 2020;55(9):1472-1482. doi: 10.1080/10826084.2020.1732421.","Huang YT","Subst Use Misuse","2020","2020/06/23","","","10.1080/10826084.2020.1732421"
"29311896","Age-Related Increases in Benign Paroxysmal Positional Vertigo Are Reversed in Women Taking Estrogen Replacement Therapy: A Population-Based Study in Taiwan","Liu DH, Kuo CH, Wang CT, Chiu CC, Chen TJ, Hwang DK, Kao CL.","Front Aging Neurosci. 2017 Dec 12;9:404. doi: 10.3389/fnagi.2017.00404. eCollection 2017.","Liu DH","Front Aging Neurosci","2017","2018/01/10","PMC5732995","","10.3389/fnagi.2017.00404"
"30009475","Recurrent aphthous stomatitis may be a precursor or risk factor for specific cancers: A case-control frequency-matched study","Qin L, Kao YW, Lin YL, Peng BY, Deng WP, Chen TM, Lin KC, Yuan KS, Wu ATH, Shia BC, Wu SY.","Cancer Med. 2018 Aug;7(8):4104-4114. doi: 10.1002/cam4.1685. Epub 2018 Jul 15.","Qin L","Cancer Med","2018","2018/07/17","PMC6089185","","10.1002/cam4.1685"
"29564859","[Effects of an Interdisciplinary Care Program on Improving the Return-to-Treatment Rate Among Cancer Patients]","Chen MC, Chen WY, Tsui WY, Chang GL, Hong MY.","Hu Li Za Zhi. 2018 Apr;65(2):75-84. doi: 10.6224/JN.201804_65(2).10.","Chen MC","Hu Li Za Zhi","2018","2018/03/23","","","10.6224/JN.201804_65(2).10"
"28829158","A positive perspective of knowledge, attitude, and practices for health-promoting behaviors of adolescents with congenital heart disease","Huang HR, Chen CW, Chen CM, Yang HL, Su WJ, Wang JK, Tsai PK.","Eur J Cardiovasc Nurs. 2018 Mar;17(3):217-225. doi: 10.1177/1474515117728609. Epub 2017 Aug 22.","Huang HR","Eur J Cardiovasc Nurs","2018","2017/08/23","","","10.1177/1474515117728609"
"27939105","The role of sleep problems in the relationship between peer victimization and antisocial behavior: A five-year longitudinal study","Chang LY, Wu WC, Wu CC, Lin LN, Yen LL, Chang HY.","Soc Sci Med. 2017 Jan;173:126-133. doi: 10.1016/j.socscimed.2016.11.025. Epub 2016 Dec 9.","Chang LY","Soc Sci Med","2017","2016/12/13","","","10.1016/j.socscimed.2016.11.025"
"30200363","Association between Proton Pump Inhibitor Use and CNS Infection Risk: A Retrospective Cohort Study","Hung WT, Teng YH, Yang SF, Yeh HW, Yeh YT, Wang YH, Chou MY, Chou MC, Chan CH, Yeh CB.","J Clin Med. 2018 Aug 31;7(9):252. doi: 10.3390/jcm7090252.","Hung WT","J Clin Med","2018","2018/09/12","PMC6162834","","10.3390/jcm7090252"
"29036711","Impacts of Electroconvulsive Therapy on 1-Year Outcomes in Patients With Schizophrenia: A Controlled, Population-Based Mirror-Image Study","Lin HT, Liu SK, Hsieh MH, Chien YL, Chen IM, Liao SC, Tsai HJ, Wu CS.","Schizophr Bull. 2018 Jun 6;44(4):798-806. doi: 10.1093/schbul/sbx136.","Lin HT","Schizophr Bull","2018","2017/10/17","PMC6007329","","10.1093/schbul/sbx136"
"28944511","Cost-utility analysis of direct ventricular assist device vs double bridges to heart transplantation in patients with refractory heart failure","Chang HH, Chen PL, Chen IM, Kuo TT, Weng ZC, Huang PJ, Wu NY, Cheng CL.","Clin Transplant. 2017 Dec;31(12). doi: 10.1111/ctr.13124.","Chang HH","Clin Transplant","2017","2017/09/26","","","10.1111/ctr.13124"
"31923190","The impact of diabetes mellitus medication on the incidence of endogenous endophthalmitis","Chien KH, Huang KH, Chung CH, Hsieh YH, Liang CM, Chang YH, Weng TH, Chien WC.","PLoS One. 2020 Jan 10;15(1):e0227442. doi: 10.1371/journal.pone.0227442. eCollection 2020.","Chien KH","PLoS One","2020","2020/01/11","PMC6953870","","10.1371/journal.pone.0227442"
"32384743","Spatial Characteristics of Urban Green Spaces and Human Health: An Exploratory Analysis of Canonical Correlation","Yeh CT, Cheng YY, Liu TY.","Int J Environ Res Public Health. 2020 May 6;17(9):3227. doi: 10.3390/ijerph17093227.","Yeh CT","Int J Environ Res Public Health","2020","2020/05/10","PMC7246508","","10.3390/ijerph17093227"
"31923246","Drug-eluting versus bare-metal stents for first myocardial infarction in patients with atrial fibrillation: A nationwide population-based cohort study","Chang NC, Hu P, Chen TH, Mao CT, Hung MJ, Yeh CT, Hung MY.","PLoS One. 2020 Jan 10;15(1):e0227571. doi: 10.1371/journal.pone.0227571. eCollection 2020.","Chang NC","PLoS One","2020","2020/01/11","PMC6953848","","10.1371/journal.pone.0227571"
"29137424","Septicemia is associated with increased risk for dementia: a population-based longitudinal study","Chou CH, Lee JT, Lin CC, Sung YF, Lin CC, Muo CH, Yang FC, Wen CP, Wang IK, Kao CH, Hsu CY, Tseng CH.","Oncotarget. 2017 Sep 15;8(48):84300-84308. doi: 10.18632/oncotarget.20899. eCollection 2017 Oct 13.","Chou CH","Oncotarget","2017","2017/11/16","PMC5663596","","10.18632/oncotarget.20899"
"31542084","Factors that influence infertile couples' selection of reproductive medicine centers---A cross-sectional questionnaire study","Pan LF, Wang PH, Lin LT, Hsu S, Tsui KH.","Taiwan J Obstet Gynecol. 2019 Sep;58(5):633-639. doi: 10.1016/j.tjog.2019.07.009.","Pan LF","Taiwan J Obstet Gynecol","2019","2019/09/23","","","10.1016/j.tjog.2019.07.009"
"27758880","Epigenetic Switch between SOX2 and SOX9 Regulates Cancer Cell Plasticity","Lin SC, Chou YT, Jiang SS, Chang JL, Chung CH, Kao YR, Chang IS, Wu CW.","Cancer Res. 2016 Dec 1;76(23):7036-7048. doi: 10.1158/0008-5472.CAN-15-3178. Epub 2016 Oct 7.","Lin SC","Cancer Res","2016","2016/10/21","","","10.1158/0008-5472.CAN-15-3178"
"30540837","Penetration of new antidiabetic medications in East Asian countries and the United States: A cross-national comparative study","Kubota K, Kamijima Y, Kao Yang YH, Kimura S, Chia-Cheng Lai E, Man KKC, Ryan P, Schuemie M, Stang P, Su CC, Wong ICK, Zhang Y, Setoguchi S.","PLoS One. 2018 Dec 12;13(12):e0208796. doi: 10.1371/journal.pone.0208796. eCollection 2018.","Kubota K","PLoS One","2018","2018/12/13","PMC6291148","","10.1371/journal.pone.0208796"
"29569423","The Roles of Social Support and Health Literacy in Self-Management Among Patients With Chronic Kidney Disease","Chen YC, Chang LC, Liu CY, Ho YF, Weng SC, Tsai TI.","J Nurs Scholarsh. 2018 May;50(3):265-275. doi: 10.1111/jnu.12377. Epub 2018 Mar 23.","Chen YC","J Nurs Scholarsh","2018","2018/03/24","","","10.1111/jnu.12377"
"32649690","Relationships between internet use, deliberate self-harm, and happiness in adolescents: A Taiwan birth cohort pilot study","Lung FW, Shu BC, Chiang TL, Lin SJ.","PLoS One. 2020 Jul 10;15(7):e0235834. doi: 10.1371/journal.pone.0235834. eCollection 2020.","Lung FW","PLoS One","2020","2020/07/11","","","10.1371/journal.pone.0235834"
"32499207","Nonpharmacological treatment for patients with nontuberculous mycobacterial lung disease","Lan CC, Lai SR, Chien JY.","J Formos Med Assoc. 2020 Jun;119 Suppl 1:S42-S50. doi: 10.1016/j.jfma.2020.05.013. Epub 2020 Jun 1.","Lan CC","J Formos Med Assoc","2020","2020/06/06","","","10.1016/j.jfma.2020.05.013"
"29995755","Assessment of CHA2DS2-VASc score for predicting cardiovascular and cerebrovascular outcomes in acute myocardial infarction patients","Li CY, Chang CJ, Chung WJ, Lin CJ, Hsueh SK, Lee CH, Wu CJ, Tsai TH, Cheng CI.","Medicine (Baltimore). 2018 Jul;97(28):e11230. doi: 10.1097/MD.0000000000011230.","Li CY","Medicine (Baltimore)","2018","2018/07/12","PMC6076158","","10.1097/MD.0000000000011230"
"27713606","Frequency of Vascular Inflammation and Impact on Neointimal Proliferation of Drug Eluting Stents in Porcine Coronary Arteries","Yeh JS, Oh SJ, Hsueh CM.","Acta Cardiol Sin. 2016 Sep;32(5):570-577. doi: 10.6515/acs20151013g.","Yeh JS","Acta Cardiol Sin","2016","2016/10/08","PMC5052476","","10.6515/acs20151013g"
"32606987","Home-Time as a Surrogate Measure for Functional Outcome After Stroke: A Validation Study","Sung SF, Su CC, Hsieh CY, Cheng CL, Chen CH, Lin HJ, Chen YW, Kao Yang YH.","Clin Epidemiol. 2020 Jun 16;12:617-624. doi: 10.2147/CLEP.S245817. eCollection 2020.","Sung SF","Clin Epidemiol","2020","2020/07/02","PMC7305833","","10.2147/CLEP.S245817"
